gene_id,PBN1-ML01-D,PBN1-ML01-G,PBN1-ML02-D,PBN1-ML02-G,PBN1-ML03-D,PBN1-ML03-G,PBN1-ML04-D,PBN1-ML04-G,PBN2-FM01-D,PBN2-FM01-G,PBN2-FM02-D,PBN2-FM02-G,PBN2-FM03-D,PBN2-FM03-G,PBN2-FM04-D,PBN2-FM04-G,SRR1647854,SRR1647855,SRR1647856,SRR1647857,SRR1647858,SRR1647859,SRR6294443,SRR6294444
Sox17|Sox17,207,0,117,0,66,0,36,0,86,0,195,0,469,0,88,0,0,0,2,2,0,2,0,0
Rp1|Rp1,0,0,0,0,0,0,9,0,0,0,0,0,11,0,45,0,4,2,3,4,18,8,0,0
Mrpl15|Mrpl15,3073,436,1587,1075,1295,1944,1145,3195,2127,2332,2126,5317,2410,3224,1661,0,142,171,246,494,410,278,1984,1453
Xkr4|Xkr4,2468,4067,1784,3366,2077,2381,1795,3204,1924,7356,1615,2158,1257,3359,1326,1228,754,1113,2164,3822,2674,1665,1009,1503
Gm39585|Gm39585,5831,11304,5583,3701,5275,2689,5556,6596,4098,1719,2576,9128,2489,795,3146,1536,1012,1094,2801,2597,3036,2367,975,1228
Lypla1|Lypla1,1348,1889,648,408,698,1502,655,1194,1210,4,1144,0,982,0,714,0,25,36,55,86,75,60,2278,1866
Gm39587|Gm39587,29,41,4,0,18,0,59,0,14,55,5,0,9,0,16,0,0,0,0,0,2,0,1,0
Tcea1|Tcea1,3339,1825,1628,1182,1689,2503,1344,2819,2207,2913,2154,2167,1934,2352,1840,760,22,27,22,57,73,53,1832,1486
Rgs20|Rgs20,278,603,479,0,263,1231,164,411,643,1645,403,0,581,0,509,482,49,46,17,53,83,58,763,743
Gm16041|Gm16041,84,0,0,0,54,0,61,0,80,0,41,0,0,0,21,0,63,52,10,17,52,52,0,76
Npbwr1|Npbwr1,79,514,127,670,12,0,257,0,164,0,117,0,153,0,173,0,10,10,0,1,2,1,667,801
LOC108167788|LOC108167788,19,0,3,0,5,0,2,0,21,0,0,0,27,0,0,0,4,2,0,0,0,0,4,17
Oprk1|Oprk1,881,3621,1089,1121,163,1085,864,1680,909,7914,1248,5074,1320,2960,1077,0,60,62,3,8,56,34,7034,8826
Atp6v1h|Atp6v1h,8951,8684,6275,8883,3847,8116,3396,8352,6655,10452,6778,23792,7134,20871,5329,4023,239,249,268,483,573,465,14238,12666
Rb1cc1|Rb1cc1,9793,2702,6841,5116,10004,5274,6057,17888,12458,9129,9661,16272,10649,10003,8968,383,565,707,556,999,1261,853,2473,2457
4732440D04Rik|4732440D04Rik,3665,4985,2000,3495,1996,936,1546,3198,3154,2174,3661,4376,3764,15,3112,3693,160,206,214,335,346,242,1212,1509
Gm26901|Gm26901,30,0,88,422,55,208,24,0,70,0,78,339,164,0,50,0,76,71,96,91,699,453,72,64
St18|St18,5768,942,5078,61,8084,325,3970,1559,10082,0,8837,43,7517,345,4802,0,7,14,0,11,86,94,58,293
Pcmtd1|Pcmtd1,5652,5304,4201,3842,3644,3335,3719,8321,5804,5794,5639,5135,5364,8317,4580,9719,347,340,296,556,551,446,2571,2567
Rrs1|Rrs1,641,1200,441,0,437,0,489,538,458,0,665,3197,695,0,552,0,7,5,12,25,12,18,134,77
Adhfe1|Adhfe1,319,0,516,6,249,140,100,0,599,0,422,437,611,0,570,0,17,14,35,65,17,31,175,146
2610203C22Rik|2610203C22Rik,105,0,13,0,19,0,103,0,52,0,30,0,87,0,66,0,26,36,19,20,9,6,14,0
3110035E14Rik|3110035E14Rik,178,25,227,40,229,0,544,31,436,0,315,66,470,0,758,0,868,878,107,264,319,218,344,136
Sntg1|Sntg1,773,872,757,1700,150,1613,487,2777,685,3628,851,1028,733,2443,1270,0,521,530,824,1294,2429,1586,1793,1871
Mybl1|Mybl1,123,160,241,626,402,24,223,750,529,2466,182,0,269,0,89,0,17,17,54,76,104,52,108,230
Vcpip1|Vcpip1,5285,2764,3843,3141,3109,2026,3467,5420,5370,2333,5774,12753,5427,2872,4467,2674,456,478,518,985,759,600,4358,3423
1700034P13Rik|1700034P13Rik,13,19,9,13,22,0,22,24,54,21,55,40,36,0,53,0,1,0,2,4,3,0,7,2
Cpa6|Cpa6,137,0,183,0,0,0,44,892,57,0,0,0,47,0,38,0,8,7,0,0,4,0,0,0
Mcmdc2|Mcmdc2,681,419,431,70,548,834,259,2665,567,190,448,2599,483,2406,545,0,104,88,81,111,40,107,215,260
Tcf24|Tcf24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,8,0,4,0,39
Ppp1r42|Ppp1r42,5,0,91,0,37,0,20,0,44,0,64,0,13,0,27,0,11,12,6,9,18,10,0,8
Cspp1|Cspp1,5398,1779,3459,2879,4344,807,3802,7625,4725,3559,3951,2962,4327,7544,4149,635,562,685,574,690,894,727,1421,1534
Sgk3|Sgk3,505,1114,780,422,660,272,752,268,951,1121,1030,0,653,0,913,0,137,139,50,72,66,54,112,93
Snhg6|Snhg6,484,490,501,1008,438,279,380,1565,246,193,221,615,195,300,288,0,10,12,12,30,38,27,195,150
Snord87|Snord87,20,54,41,33,22,0,29,32,16,0,14,84,18,10,23,0,2,1,2,1,2,2,3,2
Cops5|Cops5,1488,1820,1520,2532,1337,2577,999,3444,1640,544,1355,3887,1850,2154,1722,97,152,185,159,342,475,303,3489,3381
Arfgef1|Arfgef1,2407,2982,2312,1994,2847,4513,1856,1861,3068,1756,2246,6085,2464,1490,2153,1262,591,680,663,1328,1341,940,2068,2245
Prex2|Prex2,860,569,761,336,895,79,1018,486,1335,45,1036,2243,1962,0,947,6053,54,87,25,84,127,90,8,106
Gm30898|Gm30898,60,0,0,286,0,0,65,485,55,0,44,0,0,0,119,0,49,71,72,77,66,107,34,12
Sulf1|Sulf1,724,39,1060,176,788,2464,773,2177,1355,0,1872,0,1872,6217,1700,0,88,124,0,9,22,15,1245,1691
Slco5a1|Slco5a1,276,2327,241,0,88,0,109,179,261,0,280,0,107,0,444,0,58,51,93,119,167,142,249,113
A830018L16Rik|A830018L16Rik,990,2345,1103,1495,470,2011,1120,2909,643,2648,717,4942,875,119,1404,1835,398,494,418,725,726,678,580,464
Ncoa2|Ncoa2,1468,496,530,177,1886,1102,1595,2196,2424,0,2864,127,3086,1297,2376,5117,952,998,1003,1945,1848,1221,2717,1951
Lactb2|Lactb2,862,48,429,1104,737,0,526,148,794,0,762,0,911,0,853,0,88,127,198,318,240,127,2222,2024
Eya1|Eya1,48,0,270,120,89,146,110,0,204,0,154,0,541,0,183,0,19,25,124,201,49,33,183,256
Tram1|Tram1,9843,5756,7120,4046,3926,3701,5409,8458,10056,20678,11538,43145,10986,16908,8708,3672,85,81,157,272,349,270,3293,1933
Terf1|Terf1,3029,927,1978,709,2165,1031,1668,4139,2766,2817,2153,4034,2608,3816,1876,0,100,82,94,113,187,141,1151,1219
Sbspon|Sbspon,21,0,187,293,40,32,139,796,238,0,85,0,170,0,47,0,43,62,26,26,92,62,76,34
Kcnb2|Kcnb2,2298,1608,1732,3578,1184,3461,1196,1700,2009,1613,2641,6597,2162,2583,1754,7912,586,597,123,330,2086,1406,1309,1498
Rdh10|Rdh10,888,1319,660,320,675,328,512,132,1151,0,1529,0,1839,1721,1194,0,43,28,39,70,62,60,162,229
Rpl7|Rpl7,3150,4100,2109,1350,1453,2310,972,4619,1946,2543,1723,4397,2607,3875,1399,0,18,18,25,41,60,44,2222,1883
Stau2|Stau2,1850,2426,2490,1208,2105,2081,2108,4149,2356,1454,1581,7959,1396,4587,1552,4519,440,542,593,1099,1336,999,3484,3219
LOC102634042|LOC102634042,4,0,11,0,17,53,18,0,22,0,23,0,16,0,19,0,5,9,19,21,24,26,3,26
D030040B21Rik|D030040B21Rik,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0
Ube2w|Ube2w,4009,1804,3465,825,2763,2400,2148,2447,3792,2107,2389,4823,2697,1732,2091,0,350,422,420,535,897,648,3185,3039
LOC108167614|LOC108167614,751,24,348,24,466,0,560,351,920,1976,592,0,617,0,801,0,310,372,446,495,579,406,142,101
Tceb1|Tceb1,3521,2908,1616,1722,2088,1759,1486,4233,3049,0,2107,6172,2829,3087,1977,4,112,104,88,185,327,230,3091,3708
Ly96|Ly96,317,467,104,39,85,0,103,0,115,0,102,357,114,0,95,0,0,4,23,27,19,11,141,143
Tmem70|Tmem70,2846,5061,2528,2712,1578,1355,1367,2938,2342,1805,2466,7162,2513,5281,1790,8652,42,33,48,123,148,99,1581,614
LOC108167615|LOC108167615,0,0,0,0,67,0,48,0,51,0,157,0,39,0,144,0,14,13,2,5,20,17,0,0
Gm31982|Gm31982,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,8,5,0,0,6,6,0,0
Gm28783|Gm28783,6,0,0,0,0,0,0,0,19,0,65,0,0,0,39,0,15,17,2,0,16,12,0,0
Jph1|Jph1,2276,79,1438,0,1711,0,962,0,3016,0,2790,0,3177,606,2112,0,281,304,55,110,250,133,328,394
Gm28154|Gm28154,3,0,2,0,0,0,0,82,0,0,20,0,11,0,0,0,6,6,22,25,41,45,11,63
Pi15|Pi15,20,0,77,347,103,0,23,0,17,0,35,0,56,2541,40,0,6,0,16,14,23,19,39,50
Gdap1|Gdap1,5574,12444,5433,6599,6610,6393,4610,9337,5783,4969,4853,5837,5217,2368,4535,18790,352,453,371,733,1122,829,6448,5566
Gm28784|Gm28784,16,0,0,0,79,0,3,60,74,0,0,0,77,0,26,0,12,19,19,40,62,58,8,4
Tfap2d|Tfap2d,646,75,386,0,143,107,350,0,83,292,0,0,8,0,131,0,7,11,0,0,0,0,8,0
Tfap2b|Tfap2b,742,4497,1150,1113,874,1743,603,6012,812,4404,726,5391,1219,874,715,1009,0,0,2,3,0,0,37,0
Mir206|Mir206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b|Mir133b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linc-md1|Linc-md1,3,0,0,0,0,0,1,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Crispld1|Crispld1,97,0,252,0,52,0,166,0,293,2413,243,588,73,0,314,2865,38,38,28,34,27,36,133,55
Gm16070|Gm16070,78,0,25,0,57,0,15,0,11,33,30,0,0,0,23,0,5,0,14,0,11,15,22,30
Gm28153|Gm28153,41,228,76,99,0,0,66,0,29,0,16,0,16,0,56,0,3,4,8,10,16,10,18,20
Mcm3|Mcm3,139,0,22,0,0,0,114,0,47,0,44,0,60,0,242,0,0,4,0,6,0,0,34,0
Tram2|Tram2,89,0,0,0,39,0,0,0,21,0,37,0,206,0,31,0,3,0,16,28,11,12,11,0
6720483E21Rik|6720483E21Rik,103,402,81,203,69,0,114,940,109,0,172,0,150,14,155,0,0,6,7,16,16,13,194,215
Paqr8|Paqr8,9436,6117,5456,1864,4375,3072,5269,1100,11784,1620,13345,3361,17138,8008,11311,10412,200,179,199,513,572,359,2314,2017
Gm28836|Gm28836,0,0,17,0,0,0,36,0,18,0,37,0,13,0,115,0,3,4,0,5,5,4,12,10
Gsta3|Gsta3,66,76,74,426,81,0,84,75,153,0,46,0,170,0,146,0,39,45,38,64,84,65,328,225
Tmem14a|Tmem14a,2357,1412,1186,415,530,1523,937,3256,1220,1949,1274,3869,1538,3567,1140,5491,92,74,32,86,103,74,1208,1170
Gm32947|Gm32947,71,46,22,0,5,0,48,7,33,0,46,0,44,0,26,0,5,7,8,11,10,9,17,8
Kcnq5|Kcnq5,821,0,206,125,237,817,362,1216,347,0,569,0,678,510,721,4788,760,1006,289,785,1400,1028,185,180
Mir30c-2|Mir30c-2,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,2,1,2,1,0,2,0,2
Ogfrl1|Ogfrl1,2570,2591,1975,1737,3438,2306,1346,5900,2350,2544,1553,1201,1815,2810,1102,450,314,445,217,617,648,491,771,1197
Rims1|Rims1,3619,3037,2278,700,3228,707,1890,1860,5073,1295,3278,3,4440,1638,2942,632,856,890,806,1185,1243,866,1072,768
Gm26524|Gm26524,0,0,5,0,0,0,0,0,0,0,2,0,0,0,10,0,0,6,0,3,0,0,0,0
Sdhaf4|Sdhaf4,576,73,354,725,230,43,279,1027,277,703,311,872,384,0,254,0,15,6,18,41,56,29,978,959
Smap1|Smap1,814,167,547,766,721,105,415,628,992,470,522,103,736,0,714,6919,265,289,240,496,465,354,647,710
B3gat2|B3gat2,1427,1728,760,1665,887,490,725,1316,1705,1723,1451,0,1631,0,1547,7945,203,225,155,345,308,270,309,217
Col9a1|Col9a1,4,100,0,0,77,0,119,0,142,0,245,0,186,0,242,0,4,5,10,9,0,0,0,27
Fam135a|Fam135a,2745,1205,2059,2858,2658,1976,1929,5780,3644,521,2601,2398,2905,0,2829,0,361,485,621,972,1092,714,2171,1589
Col19a1|Col19a1,3524,2030,2161,108,3363,1447,2193,3558,6976,0,6845,0,6876,0,5129,6173,366,431,2656,3383,1347,836,450,358
Lmbrd1|Lmbrd1,35559,47813,25753,22795,17562,27472,17592,29394,39051,25657,40778,54937,43512,32488,31539,33859,629,795,625,1188,1260,951,10195,10865
LOC108167844|LOC108167844,104,0,132,0,25,0,81,106,367,0,186,0,110,0,194,0,74,83,316,476,168,115,50,10
Gm7846|Gm7846,20,59,3,6,4,3,12,2,2,0,9,0,18,0,14,0,0,0,0,0,0,0,15,12
Gm597|Gm597,73,0,99,0,0,0,43,0,65,0,14,0,142,0,15,0,0,0,0,0,0,0,0,0
LOC108167331|LOC108167331,25,0,25,0,7,0,13,0,4,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0
Phf3|Phf3,1766,594,1343,755,1456,1204,1396,4391,2414,750,1912,0,2267,426,1655,0,784,923,657,1230,1576,1195,1252,1251
Adgrb3|Adgrb3,8437,10243,6139,3786,5447,9671,5187,6744,13005,12478,10545,11837,11748,16035,9083,19174,1763,1930,3120,3792,4207,3231,3561,4285
Gm20172|Gm20172,428,3,331,112,138,0,302,0,171,0,64,1,118,0,145,0,20,21,47,31,68,44,55,18
Ptp4a1|Ptp4a1,2316,1568,1780,644,1631,1311,1178,2384,1831,943,1583,5174,2417,1608,1439,5583,32,25,25,56,99,66,632,431
Bag2|Bag2,288,922,343,255,231,509,48,0,338,171,455,2089,552,0,220,5299,22,31,47,52,71,69,675,754
Gm32229|Gm32229,0,0,30,36,6,0,14,57,23,0,5,0,17,0,4,0,0,0,0,0,0,0,8,0
Rab23|Rab23,1302,0,675,152,989,1160,939,549,1613,3364,1453,535,1937,761,1590,2492,164,214,176,299,373,286,1220,562
Prim2|Prim2,166,0,188,203,150,0,170,700,231,783,252,139,423,1179,296,13,58,54,49,63,91,59,223,161
Gm39618|Gm39618,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0,13,10,18,18,21,8,6,0
1700001G17Rik|1700001G17Rik,84,0,199,0,102,200,82,511,496,0,391,111,338,619,556,2870,5,6,7,7,11,13,37,28
Khdrbs2|Khdrbs2,895,3474,1116,530,182,275,1022,2359,773,472,754,2100,722,1246,1288,547,174,194,19,46,53,46,1208,1003
Gm9839|Gm9839,0,0,21,3,19,0,15,0,30,0,0,0,0,0,21,0,26,27,2,5,13,10,0,0
Gm5415|Gm5415,122,343,188,655,156,2,170,416,91,3,28,184,33,0,83,0,73,68,6,9,42,38,47,47
Gm15455|Gm15455,64,5,31,214,67,0,60,524,9,0,0,11,16,0,33,0,1,0,6,3,3,7,31,4
Zfp451|Zfp451,2193,1722,2350,853,1929,2519,1688,2530,3234,2907,2671,5480,2793,2762,2928,2116,488,517,424,594,693,644,2244,1940
Bend6|Bend6,2181,4085,1666,1929,1926,7240,1715,3702,4919,2242,4040,6006,3999,4414,3579,4637,231,299,472,1009,629,483,2751,1396
Gm38471|Gm38471,48,0,160,96,107,0,59,0,103,0,64,55,82,0,47,0,9,19,37,24,55,41,341,388
Gm32566|Gm32566,34,0,35,0,14,0,12,0,11,0,24,0,29,0,11,0,0,0,0,0,0,0,6,3
4930568A12Rik|4930568A12Rik,73,0,52,0,7,0,21,289,29,0,18,0,13,0,4,0,0,0,0,0,0,0,25,24
Prss39|Prss39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115|Ccdc115,1330,613,1160,614,564,484,659,2560,1621,1021,1421,0,1172,2195,1486,469,32,43,47,99,85,51,1481,1039
Imp4|Imp4,1307,126,756,406,938,629,757,1893,1751,1629,1689,10,2035,172,1828,3329,161,171,173,249,297,154,1185,931
Gm32504|Gm32504,0,0,0,0,8,0,0,0,33,0,46,0,9,0,21,0,0,0,0,0,0,0,0,3
Ptpn18|Ptpn18,182,34,19,0,72,0,64,41,58,0,53,945,70,0,105,0,0,0,0,0,9,0,47,31
Gm32920|Gm32920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,6
Amer3|Amer3,285,481,191,0,384,0,129,0,2056,0,2003,0,2586,2594,1587,0,127,168,106,216,222,134,1454,1604
LOC108167618|LOC108167618,680,1193,708,0,378,0,327,0,1030,110,803,0,662,0,582,0,99,94,169,226,202,145,103,166
Gm32790|Gm32790,0,0,12,0,52,0,21,0,44,0,58,0,24,0,82,0,36,50,55,80,101,85,2,11
Fam168b|Fam168b,780,1330,996,1855,2136,771,2024,5259,3420,6838,2618,4343,2925,2590,1906,0,557,640,633,1222,1242,911,1868,2054
Arhgef4|Arhgef4,1331,3293,1315,2026,838,5264,1781,2403,2713,89,2769,0,3708,8117,3452,14462,516,579,634,1203,819,476,3899,1608
1110002O04Rik|1110002O04Rik,8,0,84,229,0,0,66,0,13,0,36,0,57,0,109,0,5,0,0,3,0,0,39,24
Gm33280|Gm33280,7,0,0,0,23,0,0,0,70,0,0,0,11,0,0,0,9,10,9,14,29,13,2,0
Hs6st1|Hs6st1,2221,4022,1260,1052,1105,763,1035,2591,2254,0,1825,5325,2030,0,1620,9480,228,252,254,637,446,306,583,450
Plekhb2|Plekhb2,7664,9162,5980,6485,4254,3354,3756,4988,7701,4936,9072,14215,9905,9829,7744,36787,265,276,406,763,972,714,14466,10875
Neurl3|Neurl3,270,0,134,697,9,0,106,0,145,0,117,0,64,0,16,0,0,0,3,2,4,2,79,11
Arid5a|Arid5a,237,0,154,12,67,0,177,0,453,0,557,0,1019,0,560,4750,31,35,89,129,146,118,988,878
Dst|Dst,24916,18089,18403,8786,26520,12316,24323,28044,35695,10223,29848,8487,36396,15616,22843,7171,7238,9519,8189,14125,13441,11352,22789,22983
LOC108167617|LOC108167617,0,0,16,0,27,0,0,0,0,539,1,338,15,0,31,0,7,12,7,5,19,14,30,22
Mir6896|Mir6896,2,0,5,0,18,14,6,0,13,0,10,72,7,0,13,0,2,1,1,1,2,4,0,11
Kansl3|Kansl3,2599,235,1046,3151,2676,285,1444,2341,5549,496,4274,2016,5120,8332,4936,1461,659,803,1197,1533,1815,1292,5271,4574
Mir6898|Mir6898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,2,2,0
Uggt1|Uggt1,7465,14190,6500,7431,4573,3734,5190,12210,7996,7479,7502,12846,8461,7677,8108,10427,798,948,1180,2084,1628,1193,5130,3549
Mir6897|Mir6897,0,0,4,0,3,0,1,0,3,0,1,0,1,0,4,0,0,0,1,0,1,0,0,1
Gm39625|Gm39625,0,0,7,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
Ankrd39|Ankrd39,579,1330,701,0,909,844,725,877,1910,0,2372,0,2299,0,2102,0,31,34,34,50,115,60,1671,1707
Sema4c|Sema4c,602,0,332,258,406,0,182,140,4322,0,4413,0,5393,6665,3814,0,63,54,18,48,140,83,642,286
Fam178b|Fam178b,6,0,53,0,33,0,15,0,8,0,62,0,42,52,77,0,0,0,0,0,0,0,0,0
Cnnm3|Cnnm3,2517,1678,1961,1827,1937,458,1092,1273,2744,2912,1681,826,1676,7775,1795,3057,275,302,307,432,1211,687,594,630
Ankrd23|Ankrd23,890,23,849,232,1281,0,1160,170,2290,1731,3134,3014,2909,0,2504,0,54,61,62,91,162,119,900,876
Cox5b|Cox5b,3692,3984,2412,2679,1694,1600,1289,3926,2074,1488,1495,7932,2607,1745,1766,1372,34,31,68,137,176,139,3110,2251
4933424G06Rik|4933424G06Rik,0,45,0,0,0,0,14,0,0,0,5,0,0,0,11,0,8,15,0,0,0,0,49,33
Gm33533|Gm33533,190,387,475,217,99,0,245,901,45,0,120,0,24,2451,241,0,119,181,17,25,137,92,360,302
Fer1l5|Fer1l5,389,444,145,0,277,52,163,380,549,0,522,1474,514,1642,485,0,18,26,15,19,35,32,251,240
Lman2l|Lman2l,5735,1409,4051,2239,3001,3426,3287,4303,8368,9968,10389,7677,9932,9502,7803,16879,154,167,88,171,331,317,5995,5082
Gm33401|Gm33401,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33454|Gm33454,0,0,0,0,0,0,0,0,8,0,12,0,11,0,5,0,0,0,0,0,0,0,0,0
Cnnm4|Cnnm4,11921,6866,8290,4495,8184,7336,4227,9453,11599,7355,10894,12047,12270,34125,8021,5013,95,106,130,292,235,102,1326,1252
Actr1b|Actr1b,2446,1601,1917,935,1938,2203,1342,1731,4917,0,3843,321,6141,806,4664,0,1942,2088,1898,3730,2922,1447,10736,7737
Cnga3|Cnga3,67,0,0,41,0,0,4,0,0,0,61,0,36,0,99,0,0,0,2,2,0,0,54,11
Vwa3b|Vwa3b,44,0,7,0,0,0,53,148,14,0,42,0,171,0,35,0,0,0,0,0,0,0,9,0
Gm39626|Gm39626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37020|Gm37020,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,17,0,3,0,0,9,0
Tmem131|Tmem131,2774,2916,3201,3866,3059,2621,2257,6216,4770,1591,3821,6193,4143,2499,2639,1203,1449,1907,1232,2281,2936,1696,1198,1918
Inpp4a|Inpp4a,11491,16361,9389,15423,14602,10925,11071,58345,14254,4292,11576,11381,13103,32172,11079,10932,1397,1505,1117,1840,2502,1800,2832,2659
4930439A04Rik|4930439A04Rik,292,0,365,0,351,0,314,264,332,0,182,0,205,56,228,0,89,90,68,66,99,87,112,105
2010300C02Rik|2010300C02Rik,400,1004,882,0,683,0,454,192,777,290,937,0,638,0,713,0,762,832,76,224,308,186,401,557
LOC102637336|LOC102637336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,213,14,17,94,48,0,16
LOC102637491|LOC102637491,9,0,29,0,13,0,17,0,53,0,50,0,30,0,16,0,43,39,0,9,9,9,7,5
Gm39628|Gm39628,154,0,132,0,187,427,110,462,378,0,132,0,45,0,56,0,342,334,41,47,115,77,117,225
Tsga10|Tsga10,506,378,548,548,588,188,391,1173,1059,1312,595,4,576,845,994,1093,186,209,203,316,594,436,482,441
Lipt1|Lipt1,158,0,55,362,83,0,256,0,187,0,79,0,153,225,111,3503,58,81,43,68,61,31,252,386
Mitd1|Mitd1,1242,1189,801,1088,814,1909,765,1915,1079,300,1067,154,1523,3835,1117,0,58,68,124,191,159,138,961,858
Mrpl30|Mrpl30,1393,2687,1212,1947,1236,893,907,1807,1533,625,1500,2835,1869,4190,1899,3354,80,74,72,196,237,162,2048,1317
Unc50|Unc50,11222,8899,8386,6596,6144,8521,5753,16814,7355,8630,7689,23977,10484,2730,8028,17227,119,107,130,274,411,286,3411,1822
Mgat4a|Mgat4a,1870,1639,1853,1458,1147,127,569,3915,2563,1951,1890,3076,1523,6501,1715,0,398,494,165,307,691,455,1629,1575
Gm39627|Gm39627,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,5,6,5,2,15,7,0,0
Coa5|Coa5,1090,2436,579,0,637,451,384,206,1102,3096,1134,7740,1023,0,841,0,143,121,123,247,280,181,1806,1469
4930594C11Rik|4930594C11Rik,358,0,179,0,294,386,57,107,202,0,170,0,193,367,321,0,69,75,21,41,121,74,60,149
Lonrf2|Lonrf2,1552,3258,742,772,1506,2814,896,1634,1586,2237,1579,3660,1505,3976,1282,0,552,742,640,1276,1773,1209,4073,5172
Rev1|Rev1,2174,874,1602,2078,2908,453,1888,3838,4129,2454,4860,88,4471,2173,4005,4030,352,462,358,565,779,545,905,754
Txndc9|Txndc9,3318,3384,2105,2407,2884,650,1658,4834,2849,991,2917,9913,3315,0,2701,2692,102,107,118,224,243,195,2097,2049
Eif5b|Eif5b,6717,7592,5782,4384,6873,3115,4537,10291,9007,970,6437,11757,7624,3783,6218,7908,535,588,479,853,971,729,3446,3446
Gm34448|Gm34448,21,94,0,0,4,0,21,0,14,0,27,0,11,0,9,0,30,31,32,35,64,38,17,10
Nms|Nms,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,52,49
Aff3|Aff3,453,1379,411,21,227,242,376,1186,664,158,482,0,760,2421,616,0,455,529,603,999,1184,721,570,524
Gm16150|Gm16150,201,1467,259,0,332,29,442,1358,252,1129,257,0,269,1277,408,0,168,166,263,335,507,332,186,166
LOC108167619|LOC108167619,921,195,619,877,314,0,799,66,839,0,523,2,407,2,683,4300,573,489,553,507,1013,752,198,177
Pdcl3|Pdcl3,1984,587,1369,1388,1167,1401,821,2382,1615,3197,1210,4079,1885,1354,1180,0,35,34,46,87,101,75,2018,1785
Npas2|Npas2,20,0,94,0,40,0,45,553,223,0,166,0,252,0,229,8477,480,388,111,234,291,173,146,107
Chst10|Chst10,8085,6920,6753,3611,4419,5869,4409,2388,12722,10294,13170,5828,14474,14594,11432,20033,151,137,156,328,368,315,3056,2319
Cnot11|Cnot11,243,131,435,626,300,127,256,1438,717,0,732,0,775,533,629,0,91,99,142,260,333,203,278,167
Tbc1d8|Tbc1d8,2168,716,1227,1079,2485,55,1002,1935,4915,0,4283,0,4382,1481,3749,4604,257,282,166,249,812,626,1500,903
Rpl31|Rpl31,1535,904,1189,1698,924,333,564,6268,1041,2606,1030,2343,1379,1107,935,21,18,13,13,30,54,35,808,559
1700066B17Rik|1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35600|Gm35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149|Rnf149,1646,1688,1530,1534,1073,2149,1059,6037,1406,1431,900,3405,1097,2448,1193,4242,165,259,185,352,271,214,733,847
Snord89|Snord89,24,0,2,45,20,0,19,105,8,0,3,186,9,0,9,0,5,4,2,7,7,5,7,3
Creg2|Creg2,1615,1969,3638,2058,579,3373,2874,4769,2667,0,2954,2539,3743,19097,3491,0,568,912,227,768,453,293,2398,1505
D930019O06Rik|D930019O06Rik,25,229,71,0,16,0,99,67,53,2648,166,1175,83,0,81,0,28,47,17,24,66,35,59,38
Il18rap|Il18rap,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Il1r2|Il1r2,4,0,59,0,20,0,115,687,16,0,109,0,59,0,45,0,28,14,62,55,47,26,20,0
Gm16894|Gm16894,503,535,372,380,393,341,401,667,427,419,565,1022,439,427,687,0,30,24,54,90,49,43,224,185
Slc9a2|Slc9a2,240,0,371,0,117,225,98,0,274,5496,462,0,501,0,552,0,6,12,4,10,64,41,58,13
Il1r1|Il1r1,172,1392,351,535,278,0,156,0,362,0,528,0,508,0,411,0,16,17,72,123,27,36,26,96
Gm37915|Gm37915,0,0,5,0,12,87,11,418,3,0,20,0,30,0,16,0,5,3,9,6,13,7,19,29
Mfsd9|Mfsd9,1181,0,357,0,308,315,501,804,403,0,732,2880,775,6644,737,98,14,11,18,56,44,30,672,725
